FBgn	ME_type	geneName
FBgn0030940	Inactive	CG15040
FBgn0030941	Active	wgn
FBgn0030943	Active	CG6540
FBgn0030944	Active	CG6617
FBgn0030945	Active	Ing3
FBgn0030946	Active	CG6659
FBgn0030947	Active	CG6696
FBgn0030954	Inactive	CCKLR-17D3
FBgn0030955	Active	CG6891
FBgn0030956	Active	CG18259
FBgn0030959	Active	CG6961
FBgn0030960	Active	Atg101
FBgn0030961	Active	CG7058
FBgn0030963	Active	CG7101
FBgn0030964	Inactive	Pvf1
FBgn0030966	Active	CG7280
FBgn0030968	Active	CG7322
FBgn0030969	Active	CG7288
FBgn0030970	Active	CG7326
FBgn0030973	Active	CG7332
FBgn0030974	Active	CG7358
FBgn0030975	Inactive	CG7349
FBgn0030976	Inactive	CG7378
FBgn0030983	Inactive	CG15882
FBgn0030984	Inactive	tgy
FBgn0030985	Inactive	Obp18a
FBgn0030989	Active	Inx5
FBgn0030990	Active	CG7556
FBgn0030991	Active	CG7453
FBgn0030992	Active	CG33253
FBgn0030993	Active	Mec2
FBgn0030994	Active	HP1D3csd
FBgn0030995	Active	CG7914
FBgn0030996	Active	CG14194
FBgn0030997	Active	CG7990
FBgn0030998	Inactive	CG14195
FBgn0030999	PcG	Mur18B
FBgn0031001	Inactive	CG7884
FBgn0031002	Inactive	CG14196
FBgn0031003	Active	CG7889
FBgn0031004	Active	CG7992
FBgn0031005	Active	Hs3st-B
FBgn0031006	Active	rictor
FBgn0031008	Active	CG8010
FBgn0031010	Active	CG8028
FBgn0031011	Active	CG8034
FBgn0031012	Active	CG8051
FBgn0031016	Inactive	kek5
FBgn0031018	Active	CG12200
FBgn0031020	Active	Nat1
FBgn0031021	Active	CG12203
FBgn0031022	Active	CG12204
FBgn0031023	Active	CG14200
FBgn0031031	Active	CG14218
FBgn0031032	Active	CG14204
FBgn0031033	Active	CG14219
FBgn0031034	Active	CG14205
FBgn0031036	Active	CG14220
FBgn0031037	Active	CG14207
FBgn0031040	Active	CG14210
FBgn0031042	Active	CG14221
FBgn0031043	Active	NAA20
FBgn0031044	Active	MKP-4
FBgn0031045	Active	CG14212
FBgn0031047	Active	Rcd-1
FBgn0031048	Active	CG12237
FBgn0031049	Active	Sec61gamma
FBgn0031050	Active	Arp10
FBgn0031051	Active	Ranbp21
FBgn0031052	Active	CG14215
FBgn0031053	Active	CG14223
FBgn0031054	Active	Ssu72
FBgn0031055	Active	et
FBgn0031057	Active	Ubqn
FBgn0031058	Active	CG14227
FBgn0031059	Active	CG14229
FBgn0031060	Active	CG14231
FBgn0031061	Active	CG14232
FBgn0031062	Active	CG14230
FBgn0031064	Inactive	CG12531
FBgn0031065	Active	CG14234
FBgn0031066	Active	CoVIb
FBgn0031068	Active	Alr
FBgn0031069	Active	Pmp70
FBgn0031070	Active	CG12702
FBgn0031074	Inactive	SkpE
FBgn0031077	Active	CG15618
FBgn0031078	Active	Nup205
FBgn0031082	Inactive	CG17003
FBgn0031086	Inactive	fd19B
FBgn0031088	Inactive	CG15322
FBgn0031089	Active	CG9572
FBgn0031090	Active	Rab35
FBgn0031091	Active	Phf7
FBgn0031092	Active	CG9577
FBgn0031093	Active	CG9581
FBgn0031094	Active	CG9578
FBgn0031097	Active	obst-A
FBgn0031098	Active	CG17068
FBgn0031099	Active	CG17065
FBgn0031100	Inactive	CG1504
FBgn0031104	Active	jb
FBgn0031106	Active	Syx16
FBgn0031107	Active	HERC2
FBgn0031108	Active	CG15459
FBgn0031110	Active	Obp19b
FBgn0031114	Active	cactin
FBgn0031115	Active	CG11710
FBgn0031116	Active	CG1695
FBgn0031117	Active	GstT3
FBgn0031118	Active	RhoGAP19D
FBgn0031119	Active	CG1812
FBgn0031126	Active	Cyp6v1
FBgn0031127	Active	CG1835
FBgn0031142	Active	r-cup
FBgn0031143	Active	CG1532
FBgn0031144	Active	CG1529
FBgn0031145	Active	Ntf-2
FBgn0031148	Active	Cbs
FBgn0031149	Active	CG1518
FBgn0031150	Active	bves
FBgn0031155	Active	CG15446
FBgn0031157	Active	CG1503
FBgn0031161	Active	CG15445
FBgn0031168	Active	CG1722
FBgn0031169	Active	CG1494
FBgn0031170	Active	CG1718
FBgn0031171	Inactive	CG1801
FBgn0031174	Active	CG1486
FBgn0031178	Inactive	CG10918
FBgn0031181	Inactive	Ir20a
FBgn0031182	Inactive	Cyp6t1
FBgn0031183	Active	CG14621
FBgn0031184	Active	CG14615
FBgn0031187	Active	CG14619
FBgn0031188	Active	CG14613
FBgn0031189	Active	CG14618
FBgn0031190	Active	CG12576
FBgn0031191	Active	Cp110
FBgn0031194	Active	CG17598
FBgn0031195	Active	CG17600
FBgn0031196	Active	CG17599
FBgn0031197	Active	CG17601
FBgn0031201	Active	CG12446
FBgn0031208	PcG	CG11023
FBgn0031213	Active	galectin
FBgn0031214	Active	CG11374
FBgn0031216	Active	Zir
FBgn0031217	Active	CG11377
FBgn0031219	Active	CG13694
FBgn0031220	Active	CG4822
FBgn0031224	Active	CG11454
FBgn0031227	Active	CG3709
FBgn0031228	Active	CG11455
FBgn0031229	Active	CG3436
FBgn0031231	Active	mRpL10
FBgn0031232	Active	CG11617
FBgn0031233	Active	Tbc1d15-17
FBgn0031235	Active	CG13693
FBgn0031238	Active	CG3645
FBgn0031239	Active	CG17075
FBgn0031240	Active	CG3345
FBgn0031244	Active	CG11601
FBgn0031245	Active	CG3625
FBgn0031247	Active	CG11562
FBgn0031248	Active	CG11912
FBgn0031250	Active	Ent1
FBgn0031251	Inactive	CG4213
FBgn0031252	Active	CG13690
FBgn0031253	Active	CG11885
FBgn0031254	Active	CG13692
FBgn0031255	Active	BBS8
FBgn0031256	Active	CG4164
FBgn0031257	Active	CG4133
FBgn0031258	Active	CG4297
FBgn0031260	Active	Spp
FBgn0031263	Active	CG2789
FBgn0031264	Inactive	CG11835
FBgn0031265	Active	CG2794
FBgn0031266	Active	CG2807
FBgn0031267	Active	Ipk2
FBgn0031268	Active	cold
FBgn0031270	Active	CG13689
FBgn0031273	Inactive	CG2839
FBgn0031275	Inactive	GABA-B-R3
FBgn0031276	Inactive	CG12506
FBgn0031277	Inactive	CG13947
FBgn0031279	Inactive	CG3544
FBgn0031281	Active	Saf6
FBgn0031282	Active	Pex12
FBgn0031284	Active	CG3876
FBgn0031285	Active	CG3662
FBgn0031286	Active	CG3862
FBgn0031287	Active	CG4291
FBgn0031288	Inactive	CG13949
FBgn0031294	Inactive	IA-2
FBgn0031296	Inactive	CG4415
FBgn0031298	Active	Atg4a
FBgn0031299	Inactive	CG4629
FBgn0031301	Inactive	CG14339
FBgn0031304	Active	CG4552
FBgn0031305	PcG	Iris
FBgn0031306	PcG	CG4577
FBgn0031307	Active	MFS3
FBgn0031308	Active	CG4749
FBgn0031309	Active	Tfb4
FBgn0031310	Active	Vps29
FBgn0031312	Active	Tango14
FBgn0031313	Active	CG5080
FBgn0031314	Active	IntS14
FBgn0031315	Active	CG14341
FBgn0031317	Active	CG5118
FBgn0031318	Active	CG4887
FBgn0031319	Active	CG4896
FBgn0031320	Active	CG5126
FBgn0031321	Active	Tgt
FBgn0031322	Inactive	CG5001
FBgn0031327	Inactive	CG5397
FBgn0031337	Inactive	CG14346
FBgn0031343	Inactive	CG18131
FBgn0031344	Active	CG7420
FBgn0031347	Inactive	CG10869
FBgn0031351	Active	CG14352
FBgn0031356	Active	CG17660
FBgn0031357	Active	mRpL48
FBgn0031359	Active	Rim2
FBgn0031360	Active	CG31937
FBgn0031361	Active	CG17652
FBgn0031365	Inactive	CG17650
FBgn0031373	Inactive	CG15358
FBgn0031374	Active	CG7337
FBgn0031376	Active	Der-1
FBgn0031377	Active	CG15356
FBgn0031378	Active	CG15362
FBgn0031379	Active	CG7289
FBgn0031381	Active	Npc2a
FBgn0031384	Inactive	CG4238
FBgn0031389	Active	CG4259
FBgn0031390	Active	tho2
FBgn0031391	Active	CG11723
FBgn0031392	Active	AIF
FBgn0031393	Active	CG15382
FBgn0031395	Active	CG10874
FBgn0031397	Active	CG15385
FBgn0031398	Active	CG10880
FBgn0031399	Active	mio
FBgn0031401	Active	papi
FBgn0031403	Active	CG15387
FBgn0031406	Inactive	Send1
FBgn0031409	Inactive	CG4271
FBgn0031412	Active	CG16995
FBgn0031413	Inactive	CG9967
FBgn0031414	Inactive	eys
FBgn0031417	Active	CG3597
FBgn0031418	Active	CG3609
FBgn0031419	Active	CG15390
FBgn0031420	Active	Atxn7
FBgn0031422	Active	CG9870
FBgn0031423	Inactive	CG3557
FBgn0031424	Inactive	VGlut
FBgn0031426	Inactive	CG18641
FBgn0031428	Active	CG9886
FBgn0031432	Inactive	Cyp309a1
FBgn0031434	Active	insv
FBgn0031435	Active	Elba2
FBgn0031436	Active	CG3214
FBgn0031437	Active	Arpc5
FBgn0031446	Inactive	CG15398
FBgn0031449	Active	CG31689
FBgn0031450	Active	Hrs
FBgn0031451	Active	CG9961
FBgn0031452	Active	Cwc25
FBgn0031453	Active	Bacc
FBgn0031456	Active	Trn-SR
FBgn0031457	Active	CG3077
FBgn0031458	Active	aph-1
FBgn0031459	Active	CG2862
FBgn0031460	Active	CG15399
FBgn0031461	Inactive	daw
FBgn0031463	Inactive	G6P
FBgn0031464	PcG	Duox
FBgn0031465	Inactive	CG3123
FBgn0031468	Inactive	CG2975
FBgn0031469	Inactive	CG18558
FBgn0031470	Inactive	CG18557
FBgn0031471	Active	CG3117
FBgn0031473	PcG	CG3104
FBgn0031474	Active	CG2991
FBgn0031476	Active	CG8813
FBgn0031478	Active	CG8814
FBgn0031479	Active	Prx6005
FBgn0031483	Active	CG9641
FBgn0031484	Active	CG3165
FBgn0031485	Active	CG9643
FBgn0031488	Active	CG17265
FBgn0031489	Active	CG17224
FBgn0031490	Active	CG17264
FBgn0031491	Active	alpha4GT1
FBgn0031492	Active	CG3542
FBgn0031493	Active	CG3605
FBgn0031494	Active	CG17219
FBgn0031495	Active	GABPI
FBgn0031496	Active	CG17258
FBgn0031497	Active	CG17259
FBgn0031498	Active	CG17260
FBgn0031500	Active	CG17221
FBgn0031501	Active	CG17261
FBgn0031505	Active	CG12400
FBgn0031514	Inactive	CG3332
FBgn0031515	Inactive	CG9664
FBgn0031516	Inactive	CG9663
FBgn0031517	Inactive	CG15406
FBgn0031518	Inactive	CG3277
FBgn0031519	Active	CG3326
FBgn0031520	Inactive	CG8837
FBgn0031522	Inactive	CG3285
FBgn0031526	Active	CG8838
FBgn0031528	Inactive	CG15412
FBgn0031529	Active	CG9662
FBgn0031530	Inactive	pgant2
FBgn0031534	Active	Snx1
FBgn0031535	Active	CG12795
FBgn0031536	Active	Cog3
FBgn0031538	Active	CG3246
FBgn0031540	Active	CG3238
FBgn0031542	Inactive	CG15414
FBgn0031544	Active	CG17593
FBgn0031545	Inactive	CG3213
FBgn0031547	Inactive	Sr-CIV
FBgn0031548	Active	CG8852
FBgn0031549	Active	Spindly
FBgn0031554	Active	CG15418
FBgn0031558	Active	CG16704
FBgn0031559	Active	CG3513
FBgn0031560	Active	CG16713
FBgn0031561	Active	CG16712
FBgn0031562	Active	CG3604
FBgn0031563	Inactive	CG10031
FBgn0031564	Active	CG2816
FBgn0031566	Active	CG2818
FBgn0031568	Inactive	CG10019
FBgn0031571	Inactive	CG3921
FBgn0031573	Active	CG3407
FBgn0031574	Active	CG3964
FBgn0031575	Active	Cep97
FBgn0031579	Active	CG15422
FBgn0031585	Inactive	CG2955
FBgn0031589	Active	CG3714
FBgn0031590	Active	CG3702
FBgn0031592	Inactive	Art2
FBgn0031597	Active	CG17612
FBgn0031598	Active	CG3338
FBgn0031600	Active	CG3652
FBgn0031601	Active	Dim1
FBgn0031602	Inactive	CG15431
FBgn0031603	Active	CG15432
FBgn0031604	Active	Elp3
FBgn0031606	Active	CG15439
FBgn0031607	Active	CG15440
FBgn0031608	Active	CG15435
FBgn0031609	Active	CG15443
FBgn0031610	Active	CG15436
FBgn0031611	Active	CG17840
FBgn0031613	Inactive	HP6
FBgn0031620	Inactive	CG11929
FBgn0031621	Inactive	Elba3
FBgn0031622	Inactive	CG3251
FBgn0031623	Inactive	Taf12L
FBgn0031627	Inactive	CG15630
FBgn0031628	Active	CG3294
FBgn0031629	Inactive	Clect27
FBgn0031630	Inactive	CG15629
FBgn0031631	Active	CG3225
FBgn0031632	Inactive	CG15628
FBgn0031633	Active	Fnta
FBgn0031634	Active	Ir25a
FBgn0031635	Active	tank
FBgn0031636	Inactive	CG12194
FBgn0031637	Active	mxt
FBgn0031638	Active	CG11927
FBgn0031639	Active	mRpS2
FBgn0031640	Active	Mon1
FBgn0031643	Active	CG3008
FBgn0031644	Active	CG15625
FBgn0031645	Active	CG3036
FBgn0031646	Active	CG2837
FBgn0031649	Inactive	hoe2
FBgn0031650	Active	CG14044
FBgn0031651	Active	mRpL24
FBgn0031652	Active	jet
FBgn0031655	Active	Marcal1
FBgn0031657	Active	CG3756
FBgn0031659	Active	CG14043
FBgn0031660	Active	mRpL28
FBgn0031661	Active	Gmd
FBgn0031662	Active	CG3792
FBgn0031663	Active	CG8891
FBgn0031664	Active	CG8892
FBgn0031670	Active	CG3887
FBgn0031673	Active	CG31650
FBgn0031675	Active	CG9121
FBgn0031676	Active	CG14040
FBgn0031677	Active	CG14036
FBgn0031678	Active	CG31918
FBgn0031681	Active	pgant5
FBgn0031682	Active	CG5828
FBgn0031683	Active	CG4230
FBgn0031684	Active	CG8680
FBgn0031688	Active	Cyp28d2
FBgn0031689	Active	Cyp28d1
FBgn0031692	Active	TpnC25D
FBgn0031693	Active	Cyp4ac1
FBgn0031694	Active	Cyp4ac2
FBgn0031695	Active	Cyp4ac3
FBgn0031696	Active	Bub1
FBgn0031697	Inactive	CG14024
FBgn0031698	Active	Ncoa6
FBgn0031700	Active	CG14022
FBgn0031701	Inactive	TotM
FBgn0031702	PcG	fusl
FBgn0031703	Inactive	CG12512
FBgn0031707	Active	CG14020
FBgn0031708	Active	CG7382
FBgn0031710	Active	CG7371
FBgn0031711	Active	CG6907
FBgn0031713	Active	CG7277
FBgn0031715	Active	tomb
FBgn0031716	Active	CG14015
FBgn0031717	Active	Oscillin
FBgn0031725	Inactive	CG14010
FBgn0031726	Inactive	Cyp6a16
FBgn0031728	Inactive	Hsp60C
FBgn0031729	Inactive	CG12511
FBgn0031730	Inactive	CG7236
FBgn0031732	Inactive	CG11149
FBgn0031733	Active	CG14006
FBgn0031734	Active	CG11147
FBgn0031735	Active	CG11029
FBgn0031736	Active	CG11030
FBgn0031737	Inactive	obst-E
FBgn0031738	Active	CG9171
FBgn0031739	Active	CG14005
FBgn0031740	Active	CG7239
FBgn0031741	Inactive	CG11034
FBgn0031745	Inactive	rau
FBgn0031752	Active	CG9044
FBgn0031753	Active	CG13999
FBgn0031756	Active	CG13992
FBgn0031757	Active	Ucp4C
FBgn0031759	Active	lid
FBgn0031760	Active	Tsp26A
FBgn0031762	Active	CG9098
FBgn0031764	Active	CG9107
FBgn0031765	Inactive	CG9109
FBgn0031766	Inactive	CG9117
FBgn0031768	Active	CG12393
FBgn0031769	Active	CG9135
FBgn0031770	Active	CG13995
FBgn0031771	Active	CG9140
FBgn0031772	Active	CG13994
FBgn0031773	Active	Fbw5
FBgn0031774	Active	CG9147
FBgn0031775	Active	CG9150
FBgn0031776	Active	CG13993
FBgn0031777	Active	CG9154
FBgn0031779	Active	CG9175
FBgn0031781	Active	Arpc4
FBgn0031782	Active	WDR79
FBgn0031784	Inactive	CG9222
FBgn0031785	Inactive	CG13991
FBgn0031791	Inactive	AANATL2
FBgn0031799	Active	Pez
FBgn0031800	Active	CG9497
FBgn0031801	Inactive	CG9498
FBgn0031805	Active	CG9505
FBgn0031808	Inactive	CG9507
FBgn0031811	Active	CG13982
FBgn0031813	Active	CG9527
FBgn0031814	Active	retm
FBgn0031815	Active	frj
FBgn0031816	Inactive	CG16947
FBgn0031817	Active	CG9531
FBgn0031818	Active	CG9536
FBgn0031820	Inactive	DLP
FBgn0031821	Inactive	KFase
FBgn0031822	Active	CG9548
FBgn0031824	Active	CG9547
FBgn0031829	Inactive	Osm6
FBgn0031830	Active	CoVb
FBgn0031832	Active	CG9596
FBgn0031834	Active	CG13766
FBgn0031835	Inactive	CG11319
FBgn0031836	Active	CG11050
FBgn0031837	Inactive	CG11320
FBgn0031842	Active	Tango1
FBgn0031844	Active	CG13771
FBgn0031848	Active	Nse1
FBgn0031849	Inactive	CG11327
FBgn0031851	Active	Aatf
FBgn0031853	Inactive	TTLL3B
FBgn0031854	Inactive	TTLL3A
FBgn0031855	Inactive	CG11221
FBgn0031857	Inactive	CG11321
FBgn0031858	Inactive	CG17378
FBgn0031860	PcG	CG11236
FBgn0031865	Inactive	Nha1
FBgn0031866	Inactive	Nlg2
FBgn0031868	Active	Rat1
FBgn0031869	Inactive	CG18304
FBgn0031871	Active	Fgop2
FBgn0031872	Active	ihog
FBgn0031873	Active	Gas41
FBgn0031874	Active	CG13775
FBgn0031875	Active	CG3430
FBgn0031876	Active	Atac1
FBgn0031877	Active	CG10399
FBgn0031878	Active	sip2
FBgn0031879	Inactive	uif
FBgn0031881	Active	CG3476
FBgn0031882	Active	Rab30
FBgn0031883	Active	Caper
FBgn0031885	Active	Mnn1
FBgn0031886	Active	Nuf2
FBgn0031887	Active	CG11289
FBgn0031888	Active	Pvf2
FBgn0031893	Active	CG4495
FBgn0031894	Active	CG4496
FBgn0031895	Active	CG4497
FBgn0031896	Active	CG4502
FBgn0031897	Active	CG13784
FBgn0031900	Inactive	CG13786
FBgn0031902	PcG	Wnt6
FBgn0031904	Active	CG5149
FBgn0031905	Inactive	gudu
FBgn0031906	Inactive	CG5160
FBgn0031907	Inactive	CG5171
FBgn0031908	Inactive	CG5177
FBgn0031909	Active	CG5181
FBgn0031910	Active	CG15818
FBgn0031912	Active	CG5261
FBgn0031913	Active	CG5958
FBgn0031914	Active	CG5973
FBgn0031918	Active	CG6055
FBgn0031920	Active	CG6441
FBgn0031925	Inactive	Cyp4d21
FBgn0031926	Inactive	CG6739
FBgn0031935	Inactive	CG13793
FBgn0031936	Inactive	CG13794
FBgn0031937	Active	CG13795
FBgn0031939	Inactive	CG13796
FBgn0031940	Inactive	CG7214
FBgn0031942	Inactive	CG7203
FBgn0031947	Active	CG7154
FBgn0031948	Active	CG7149
FBgn0031950	Active	Herp
FBgn0031951	Active	r2d2
FBgn0031952	Active	cdc14
FBgn0031954	Inactive	CG14537
FBgn0031955	Inactive	CG14535
FBgn0031959	Inactive	spz3
FBgn0031961	Active	CG7102
FBgn0031968	Active	CG7231
FBgn0031969	Active	pes
FBgn0031970	Active	CG7227
FBgn0031971	Active	Sirup
FBgn0031972	Active	Wwox
FBgn0031973	Active	Spn28Dc
FBgn0031974	Active	CG12560
FBgn0031975	Inactive	Tg
FBgn0031976	Inactive	CG7367
FBgn0031977	Active	baf
FBgn0031979	Active	CG7429
FBgn0031980	Active	RpL36A
FBgn0031981	Active	CG7466
FBgn0031985	Active	mon2
FBgn0031987	Active	CG12375
FBgn0031988	Active	CG8668
FBgn0031990	Active	CG8552
FBgn0031992	Active	CG8498
FBgn0031995	Active	CG8475
FBgn0031996	Active	CG8460
FBgn0031997	Active	PGAP5
FBgn0031998	Active	SLC5A11
FBgn0031999	Active	CG8419
FBgn0032000	Active	CG8372
FBgn0032001	Active	CG8360
FBgn0032002	Active	CG8353
FBgn0032004	Active	CG8292
FBgn0032005	Active	Snx6
FBgn0032006	Active	Pvr
FBgn0032010	Inactive	CG8086
FBgn0032013	Active	Scgalpha
FBgn0032014	Active	CG7840
FBgn0032015	Active	Ostgamma
FBgn0032016	Active	CG7818
FBgn0032017	Active	CG7810
FBgn0032018	Active	CG7806
FBgn0032020	Active	CG7787
FBgn0032021	Active	CG7781
FBgn0032022	Inactive	CG14275
FBgn0032023	Active	CG14274
FBgn0032025	Active	CG7778
FBgn0032026	Active	CG7627
FBgn0032029	Active	CG17292
FBgn0032030	Active	Wdr82
FBgn0032031	Active	CG13390
FBgn0032032	Active	CG17294
FBgn0032033	Active	CG13392
FBgn0032034	Active	Rcd4
FBgn0032036	Active	CG13384
FBgn0032042	Active	CG13398
FBgn0032047	Active	CG13088
FBgn0032049	Inactive	Bace
FBgn0032050	Active	CG13096
FBgn0032051	Active	CG13097
FBgn0032052	Active	PIG-U
FBgn0032053	Active	mRpL51
FBgn0032054	Active	CG13090
FBgn0032055	Active	CG13091
FBgn0032057	Active	CG9287
FBgn0032058	Inactive	CG9289
FBgn0032059	Active	PrBP
FBgn0032061	Active	CG9314
FBgn0032074	Inactive	Tsp29Fa
FBgn0032075	Inactive	Tsp29Fb
FBgn0032076	Active	CG9510
FBgn0032077	Active	CG9515
FBgn0032078	Active	C1GalTA
FBgn0032079	Active	CG31886
FBgn0032080	Active	CG9525
FBgn0032082	Active	CG18088
FBgn0032084	Inactive	CG13101
FBgn0032085	Active	CG9555
FBgn0032087	Active	CG9568
FBgn0032088	Inactive	CG13102
FBgn0032100	Active	CG13108
FBgn0032101	Active	CG9586
FBgn0032105	Active	borr
FBgn0032116	Inactive	Mco1
FBgn0032117	Active	FucTB
FBgn0032119	Active	CG3769
FBgn0032120	Active	CG33298
FBgn0032122	Active	CG31883
FBgn0032123	Inactive	Oatp30B
FBgn0032124	Inactive	CG17855
FBgn0032126	Inactive	CG13113
FBgn0032129	Inactive	jp
FBgn0032130	Active	CG3838
FBgn0032135	Active	GlcAT-S
FBgn0032136	Inactive	Apoltp
FBgn0032138	Active	CG4364
FBgn0032139	Active	CG13116
FBgn0032140	Active	CG13117
FBgn0032143	PcG	CG4017
FBgn0032144	Inactive	CG17633
FBgn0032147	Active	IP3K1
FBgn0032149	Active	CG4036
FBgn0032150	Active	CG13123
FBgn0032151	Inactive	nAChRalpha6
FBgn0032153	Active	CG4537
FBgn0032154	Active	mtDNA-helicase
FBgn0032156	Active	CG13124
FBgn0032157	Active	Etl1
FBgn0032160	Active	CG4598
FBgn0032161	Active	CG4594
FBgn0032162	Active	CG4592
FBgn0032163	Active	TbCMF46
FBgn0032166	Active	CG4619
FBgn0032167	Active	CG5853
FBgn0032168	Active	CG13126
FBgn0032169	Active	CG4709
FBgn0032170	Active	CG4658
FBgn0032171	Active	CG5846
FBgn0032172	Active	CG5850
FBgn0032175	Inactive	CG13131
FBgn0032178	Active	Spn31A
FBgn0032187	Inactive	CG4839
FBgn0032189	Active	Ripalpha
FBgn0032191	Active	CG5734
FBgn0032192	Active	CG5731
FBgn0032193	Active	CG5727
FBgn0032194	Active	CG4901
FBgn0032195	Active	CG4908
FBgn0032196	Active	CG5708
FBgn0032197	Active	CG5694
FBgn0032198	Active	eEF1delta
FBgn0032200	Active	CG5676
FBgn0032202	Active	CG18619
FBgn0032204	Active	CG4953
FBgn0032205	Active	CG4957
FBgn0032208	Active	CG5604
FBgn0032209	PcG	Hand
FBgn0032210	Active	CYLD
FBgn0032211	Active	CG13138
FBgn0032213	Active	CG5390
FBgn0032214	Active	CG4968
FBgn0032216	Active	CG5384
FBgn0032217	Active	CG4972
FBgn0032218	Active	CG5381
FBgn0032219	Active	CG4995
FBgn0032221	Active	CG5375
FBgn0032222	Active	CG5037
FBgn0032223	Active	GATAd
FBgn0032224	Active	Sps2
FBgn0032225	Inactive	CG5022
FBgn0032228	Active	CG5367
FBgn0032229	Active	CG5045
FBgn0032230	Inactive	lft
FBgn0032231	Active	CG5056
FBgn0032233	Inactive	dpr19
FBgn0032234	Active	gny
FBgn0032235	Active	CG5096
FBgn0032236	Active	mRpS7
FBgn0032242	Active	CG5355
FBgn0032243	Active	Klp31E
FBgn0032244	Active	RfC3
FBgn0032246	Active	CG5168
FBgn0032247	Active	CG5188
FBgn0032248	Active	Bug22
FBgn0032249	Active	CG5337
FBgn0032250	Active	holn1
FBgn0032251	Active	Nse4
FBgn0032252	Inactive	loh
FBgn0032253	Active	CG5322
FBgn0032256	Active	RluA-2
FBgn0032258	Active	CG7456
FBgn0032259	Active	CG6144
FBgn0032260	Active	CG13144
FBgn0032261	Active	CG6094
FBgn0032262	Active	CG7384
FBgn0032264	Active	Lip4
FBgn0032283	Inactive	CG7296
FBgn0032284	Inactive	CG7294
FBgn0032285	Inactive	CG17108
FBgn0032287	Inactive	CG6415
FBgn0032290	Active	CG6443
FBgn0032291	Active	CG17118
FBgn0032292	Active	CG6750
FBgn0032293	Active	Dpy-30L1
FBgn0032294	Active	Vha16-5
FBgn0032295	Active	CG12299
FBgn0032296	Active	CG6729
FBgn0032297	Active	CG17124
FBgn0032298	Active	CG6724
FBgn0032299	Inactive	CG17127
FBgn0032305	Active	CG6700
FBgn0032311	Inactive	CG12517
FBgn0032318	Inactive	CG14072
FBgn0032321	Active	YL-1
FBgn0032322	Active	CG16743
FBgn0032329	Active	Art8
FBgn0032330	Active	Samuel
FBgn0032331	Active	CG14913
FBgn0032339	Active	CG4705
FBgn0032340	Active	Ge-1
FBgn0032341	Active	Reps
FBgn0032343	Active	CG6201
FBgn0032345	Active	CG14921
FBgn0032346	Active	Csl4
FBgn0032348	Active	CG4751
FBgn0032350	Inactive	CG6287
FBgn0032354	Active	CG4788
FBgn0032358	Active	Ppt2
FBgn0032359	Inactive	Osi21
FBgn0032361	Active	CG6488
FBgn0032362	Inactive	spz4
FBgn0032363	Active	CG6509
FBgn0032364	Inactive	CG4970
FBgn0032373	Inactive	Vha100-5
FBgn0032374	Inactive	CG14931
FBgn0032375	Inactive	CG14932
FBgn0032377	Inactive	CG14937
FBgn0032378	Active	CycY
FBgn0032381	Inactive	Mal-B1
FBgn0032382	Active	Mal-B2
FBgn0032387	Active	CG16965
FBgn0032388	Active	CG6686
FBgn0032390	Active	dgt2
FBgn0032391	Active	escl
FBgn0032393	Active	CG12264
FBgn0032394	Active	CG6746
FBgn0032395	Active	CG6734
FBgn0032397	Active	Tom70
FBgn0032398	Active	CG6766
FBgn0032399	Active	CG6785
FBgn0032400	Active	CG6770
FBgn0032401	Active	Plzf
FBgn0032402	Active	CG14945
FBgn0032405	Inactive	CG14946
FBgn0032407	Active	Pex19
FBgn0032408	Active	CG6712
FBgn0032409	Active	Ced-12
FBgn0032414	Inactive	CG17211
FBgn0032419	Active	CG17217
FBgn0032420	Active	CG6583
FBgn0032421	Active	crok
FBgn0032422	Inactive	atilla
FBgn0032428	Active	CG6405
FBgn0032429	Active	CG5446
FBgn0032430	Active	CG6388
FBgn0032431	Active	CG5435
FBgn0032433	Inactive	Oatp33Ea
FBgn0032434	Inactive	CG5421
FBgn0032435	Inactive	Oatp33Eb
FBgn0032444	Active	CG5525
FBgn0032445	Active	CG6153
FBgn0032446	Active	CG5780
FBgn0032447	Active	PICK1
FBgn0032448	Active	CG5781
FBgn0032449	Active	CG17036
FBgn0032450	Active	CG5776
FBgn0032451	Active	spict
FBgn0032452	Active	CG15484
FBgn0032453	Active	CG6180
FBgn0032454	Active	CG5787
FBgn0032455	Active	Pih1D1
FBgn0032456	Active	MRP
FBgn0032464	Inactive	Vha68-3
FBgn0032465	Inactive	CG12404
FBgn0032467	Active	CG9934
FBgn0032470	Inactive	CG5142
FBgn0032472	Active	CG9928
FBgn0032473	Inactive	CG5204
FBgn0032474	Active	DnaJ-H
FBgn0032475	Active	Sfmbt
FBgn0032476	Active	CG5439
FBgn0032477	Active	CG5287
FBgn0032478	Active	CG5458
FBgn0032479	Active	CG16974
FBgn0032480	Active	Edem2
FBgn0032481	Active	CG16972
FBgn0032482	Active	Pect
FBgn0032483	Active	CG15482
FBgn0032484	Active	kek4
FBgn0032485	Active	CG9426
FBgn0032486	Active	CG5705
FBgn0032487	Active	Ski6
FBgn0032488	Active	CG16812
FBgn0032489	Active	CG15480
FBgn0032493	PcG	CG15479
FBgn0032494	Inactive	CG5945
FBgn0032495	Inactive	CG16820
